gardiner_code,unicode_cp,unicode,hieroglyphica_code,jsesh_code,category,description,function,core
Aa006,13412,U+13412,Aa6,Aa6,AA-06-001,Two pieces of cloth strung together / a line of thread being woven into a weave.,Phono-repeater,C
Aa007,13413,U+13413,Aa7,Aa7,U-22-022,"A vertical tool, with an upward curved handle, with the handle towards the back.",Classifier to present,C
Aa007A,13414,U+13414,,,U-22-023,"A vertical tool, with an upward curved handle, with the handle towards the front.",Classifier to present,L
Aa007B,13415,U+13415,,Aa7B,F-19-008,,,C
Aa008,13416,U+13416,Aa8,Aa8,N-12-001,A single line of irrigation canals.,"Logogram (nome, district)",C
Aa009,13417,U+13417,Aa9,Aa9,Q-07-006,Part of a carrying-chair.,Classifier suffering,C
Aa010,13418,U+13418,Aa10,Aa10,Y-02-017,A graver.,Classifier writing,C
Aa011,13419,U+13419,Aa11,Aa11,O-24-070,A platform with a sloping front.,Phonemogram,C
Aa012,1341A,U+1341A,Aa12,Aa12,O-24-072,A rectangular platform.,Phonemogram,C
Aa013,1341B,U+1341B,Aa13,Aa13,F-26-017,"A representation of two ribs, top line curving downwards.",Phonemogram,C
Aa014,1341C,U+1341C,Aa14,Aa14,F-26-018,"A representation of two ribs, lines curving outwards.","Logogram (side, half)",C
Aa015,1341D,U+1341D,Aa15,Aa15,F-26-012,"A representation of two ribs, written parallel.",Phonemogram,C
Aa016,1341E,U+1341E,Aa16,Aa16,F-26-019,"A representation of two ribs, written parallel, short form.","Logogram (side, half)",C
Aa017,1341F,U+1341F,Aa17,Aa17,T-07-056,A cover of a quiver.,Phonemogram,C
Aa018,13420,U+13420,Aa18,Aa18,T-07-059,A cover of a quiver with a smaller rectangle inset.,Phonemogram,C
Aa019,13421,U+13421,Aa19,Aa19,V-04-033,A parabolic shape with a dot at each side.,"Classifier shrine, chapel",C
Aa020,13422,U+13422,Aa20,Aa20,S-28-008,"A type of ornament, with two ties at the top.",Phonemogram,C
Aa021,13423,U+13423,Aa21,Aa21,S-27-005,"An object consisting of a horizontal rectangle with a triangular indentation at the bottom, with a vertical line on top of it, connected through a triangle.","Logogram (to judge, to separate)",C
Aa022,13424,U+13424,Aa22,Aa22,S-27-006,"A forearm, with the palm of the hand facing upwards (D36), written over an object consisting of a horizontal rectangle with a triangular indentation at the bottom, with a vertical line on top of it, connected through a triangle (Aa21).","Logogram (to judge, to separate)",L
Aa023,13425,U+13425,Aa23,Aa23,U-18-033,"A warp, stretched between two forked poles.","Logogram (to press, to cling (to))",C
Aa024,13426,U+13426,Aa24,Aa24,U-18-042,"A warp, stretched between two poles resembling cup-like shapes with upward ticks on them.","Logogram (to press, to cling (to))",C
Aa025,13427,U+13427,Aa25,Aa25,AA-22-001,"A crescent moon shape written over a thin triangle, point downwards.",Phonemogram,C
Aa026,13428,U+13428,Aa26,Aa26,AA-22-004,A pole with a hook at the front to which one binds an enemy.,Phonemogram,C
Aa027,13429,U+13429,Aa27,Aa27,U-21-001,"A milling tool, with a long vertical stick under a circle with triangular shapes at the sides and the top.",Phonemogram,C
Aa028,1342A,U+1342A,Aa28,Aa28,U-22-019,"An instrument used by bricklayers, with a triangular extension with a horizontal top at the front.",Phonemogram,C
Aa029,1342B,U+1342B,,Aa29,U-22-021,"An instrument used by bricklayers, with a round extension at the front.",Phonemogram,C
Aa030,1342C,U+1342C,Aa30,Aa30,O-23-001,"An ornamental chevaux de frise on top of walls, with a circle dividing the top and base.",Logogram (ornament),C
Aa031,1342D,U+1342D,,,O-23-008,"An ornamental chevaux de frise on top of walls, with a flat base.",Logogram (ornament),C
Aa032,1342E,U+1342E,Aa32,Aa32,T-06-015,"A bow, of an archaic type, with the ends towards the back.",Logogram (Nubia),C
V011D,1342F,U+1342F,,,V-03-021,,,C
A001F,13460,U+13460,,,A-01-002,"Man, seated, right knee raised, right arm raised, left arm behind body.",Classifier human being,
A001D,13461,U+13461,,,A-01-003,"Man, seated, both knees raised, foot flat on the ground, right arm raised, left arm in front of the body.",Classifier human being,C
A001H,13462,U+13462,,,A-01-004,"Man, seated, right knee raised, right foot in front of the left knee, left foot horizontal, right arm raised in front, left arm in front of the body.",Logogram (first person singular),C
A001G,13463,U+13463,,,A-01-006,"Man, seated on heel, both knees down, right arm raised, left arm in front of body.",Classifier human being,C
A001I,13464,U+13464,,,A-01-007,"Man, squatting, both knees forwards, knees horizontal, right arm raised, left arm in front of body.","Classifier court, entourage",C
A071A,13465,U+13465,,,A-01-010,"Man, seated, both knees raised, foot flat on the ground, right arm raised, left arm hanging beside the body.",Classifier occupation/relationship (fisherman or brewer),C
HJ A426B,13466,U+13466,A426B,A426B,A-01-011,"Man, seated, right knee raised, right arm raised, right hand horizontal, hand palm upwards, left arm in front of body.","Classifier to conspire, to brood",C
A001E,13467,U+13467,,,A-01-012,"Man, seated, right knee raised, right arm raised, left arm in front of body, hand extending beyond the torso.",Classifier personal name,C
A068B,13468,U+13468,A68,A68,A-01-014,"Man, seated on heel, right leg extended with foot in front of left leg, right arm raised with hand held vertically, hand palm outwards, left arm hanging beside the body.",Logogram (enemies),C
A068A,13469,U+13469,,,A-01-015,"Man, seated on heel, both knees down, right arm raised, hand held vertically, hand palm outwards, left arm hanging beside the body.",Classifier human being (poor man),C
A069A,1346A,U+1346A,A69,A69,A-01-018,"Man, seated, right knee raised, right arm raised, hand held vertically, hand palm inwards, left arm hanging beside the body.",Classifier human being,C
HJ A426,1346B,U+1346B,A426,A426,A-01-019,"Man, seated, right knee raised, right arm raised, hand held horizontally, hand palm upwards, left arm hanging beside the body.",Logogram (vocative interjection),C
HJ A072A,1346C,U+1346C,A72A,A72A,A-01-021,"Man, seated, both knees down, right arm raised, hand held vertically, hand palm inwards, left arm held in front of the body, lower arm and hand horizontal, hand palm upwards.",Logogram (first person singular),C
A003D,1346D,U+1346D,,,A-01-023,"Man, seated on heel, both knees down, one arm visible, raised in front, hand at the height of the shoulder.",Classifier sitting,C
HJ A003B,1346E,U+1346E,A3B,A3B,A-01-024,,,
A002F,1346F,U+1346F,,,A-01-028,"Man, seated, both knees down, right arm raised with hand to mouth, left arm hanging beside the body.",Classifier eating/drinking/speech/ silence/thoughts feelings,C
HJ A002A,13470,U+13470,A2A,A2A,A-01-030,"Man seated, right knee raised, right arm raised with hand to mouth, left arm raised in front of the body.",Classifier speech/sound,C
A002G,13471,U+13471,,,A-01-032,"Man, seated, both knees raised, foot flat on the ground, right arm raised with hand to mouth, left arm not visible.",Classifier speech/silence,C
A002H,13472,U+13472,,,A-01-033,"Man, seated, right knee raised, right arm raised, hand vertical, hand palm towards the face, in front of the face, left arm hanging beside the body.","Classifier acclaim, speaking",C
A002I,13473,U+13473,,,A-01-034,"Man, seated, right knee raised, right foot in front of the left knee, left foot horizontal, right arm raised with hand to mouth, left arm hanging beside the body.",Classifier speech/silence,C
HJ A007A,13474,U+13474,A7A,A7A,A-01-038,"Man, seated, both knees down, right and left arm sloping downwards to either side of the body.",Classifier sitting/weak/faint,C
HJ A004B,13475,U+13475,A4B,A4B,A-01-039,,,
A004G,13476,U+13476,,,A-01-042,"Man, seated, right knee raised, back bent forwards, both arms raised in front, hand palms outwards.","Logogram (praise, worship)",C
A004H,13477,U+13477,,,A-01-044,"Man, seated on heel, right knee raised, with arms raised in front, hand palms facing outwards.",Classifier adoration,C
HJ A004C,13478,U+13478,A4C,A4C,A-01-045,"Man, kneeling with both knees on the ground, with arms raised in front, hand palms facing outwards.",Classifier supplication/hiding/rejection,C
HJ A478,13479,U+13479,A478,A478,A-01-046,"Man, kneeling with both knees on the ground, with arms raised in front, hand palms facing inwards.",Classifier harpooner/priest,C
A004I,1347A,U+1347A,,,A-01-049,"Man, kneeling with both knees on the ground, back bent forwards, arms extended forwards, forearms horizontal at the height of the waist, hand palms downwards.",Classifier reverence,C
HJ A075,1347B,U+1347B,A75,A75,A-01-051,"Man, seated, right knee raised, head facing backwards, both arms raised at the back, hands vertical, hand palms outwards.",Classifier enemies,C
A075A,1347C,U+1347C,,,A-01-052,"Man (foreigner), seated on heel, right knee raised, head facing backwards, wearing a Syrian clothing with long open sleeves, both arms raised towards the back, hands vertical, hand palms outwards.",Classifier prisoner,C
HJ A076A,1347D,U+1347D,A76A,A76A,A-01-054,"Man, seated, both knees raised, with covered knees, arms covered by cloth.",Classifier human being/personal name,C
A008A,1347E,U+1347E,A8,,A-01-060,"Man, seated on heel, right leg extended with foot in front of left leg, right arm angled in front of the body, left arm raised, hand held vertically, hand palm inwards (hnw gesture).",Classifier joy,C
A008B,1347F,U+1347F,,,A-01-061,"Man, seated on heel, both knees downwards, right arm angled in front of the body, left arm raised, hand held vertically, hand palm inwards (hnw gesture).",Logogram (joy),C
A008J,13480,U+13480,,,A-01-062,"Man, seated, both knees downward, right arm sloping downwards, left arm raised, hand held vertically, hand palm inwards.",Classifier making music,C
A008G,13481,U+13481,,,A-01-063,"Man, seated, right knee raised, right arm raised in front, left arm raised.",Classifier joy,C
A008I,13482,U+13482,,,A-01-066,"Man, seated, right knee raised, right arm angled behind the back, left arm raised, hand held vertically, hand palm outwards.",Classifier joy,C
HJ A001C,13483,U+13483,A1C,A1C,A-01-067,"Man, seated, right knee raised, right arm raised in front, left arm not shown.",Classifier human being,C
HJ A076,13484,U+13484,A76,A76,A-01-068,"man, seated, right knee raised, without visible arms.",Classifier human being,C
HJ A426A,13485,U+13485,A426A,A426A,A-01-070,"Man, seated, right knee raised, with a hair-lock, arm raised in front, hand held horizontally, hand palm upwards.",Logogram (musician),C
A073E,13486,U+13486,,,A-01-075,"Man, seated, right knee raised, with arms raised at either side of the body, hands on either side of the head.",Classifier bald,C
A073D,13487,U+13487,,,A-01-077,"Man, seated, right knee raised, with arms raised at either side of the body, elbows bent, hand palms inwards.",Classifier music,C
A062A,13488,U+13488,A62,A62,A-02-002,,,
HJ A078,13489,U+13489,A78,A78,A-02-005,"Man, standing, with the arms hanging at either side of the body.",Classifier to totter,C
HJ A109E,1348A,U+1348A,A109E,A109E,A-02-006,"Man, standing, bent slightly forwards, with a feather/cone on his head, angled backwards, with the arms hanging at either side of the body.",Classifier foreigner (Nubian),C
HJ A080,1348B,U+1348B,A80,A80,A-02-008,"Two men standing, facing each other holding hands, with the other arm hanging beside the body.",Logogram (to fraternize),C
A080C,1348C,U+1348C,,,A-02-011,"Two men standing upon a base, facing each other holding hands, with the other arm hanging beside the body.",Logogram (to fraternize),C
HJ A195,1348D,U+1348D,A195,A195,A-02-012,"Two man standing, the first leading the second by the hand.",Classifier deserter/wanderer,C
A202B,1348E,U+1348E,,,A-02-013,"Two man standing, facing each other, holding each other by the arms (wrestling).",Classifier to wrestle,C
HJ A081,1348F,U+1348F,A81,A81,A-02-014,"Naked man, standing, with spread legs, arms hanging beside the body, with a dotted line between the legs.",Classifier to defecate,C
HJ A081A,13490,U+13490,A81A,A81A,A-02-015,"Naked man, standing, with spread legs, arms hanging beside the body.",Classifier to be short,C
HJ A081B,13491,U+13491,A81B,A81B,A-02-016,"Naked man, standing, phallus erect, producing a line of liquid, right arm hanging downwards, hand above the phallus, left arm hanging beside the body.","Logogram (to pour, to drain)",C
HJ A359,13492,U+13492,A359,A359,A-02-018,"Man, standing, with the arms folded over each other.",classifier (the cold one),C
HJ A362,13493,U+13493,A362,A362,A-02-022,"Man, standing, right arm outstretched before him, with the left arm bent, hand on the waist.",Phonemogram,C
HJ A363,13494,U+13494,A363,A363,A-02-023,"Man, standing, bent slightly forward, right arm stretched in front at waist height, left arm hanging beside the body.",Classifier old man,C
HJ A364,13495,U+13495,A364,A364,A-02-025,,,
A364B,13496,U+13496,,,A-02-026,"Man, standing, right arm hanging beside the body, left arm raised, hand on top of the head.",Classifier hair related,C
HJ A031C,13497,U+13497,A31C,A31C,A-02-027,,,
HJ A031A,13498,U+13498,A31A,A31A,A-02-029,"Man, standing, head facing backwards, arms raised in front, hand palms outwards.",Phonemogram,C
HJ A031B,13499,U+13499,A31B,A31B,A-02-031,"Man, standing, head facing backwards, arms raised behind him, hand palms outwards.",Logogram (myrrh),C
HJ A366,1349A,U+1349A,A366,A366,A-02-034,"Man, standing, right arm raised with hand held vertically, hand palm outwards, left arm hanging beside the body.","Classifier official, noble",C
HJ A084,1349B,U+1349B,A84,A84,A-02-035,"Man, standing, right arm raised with hand to mouth, left arm hanging beside the body.",Classifier vocative interjection,C
A083B,1349C,U+1349C,,,A-02-037,"Man, standing, right arm raised in front, hand palm outwards, left arm at 45 degree downwards at the front.",Logogram (to bend),C
HJ A085,1349D,U+1349D,A85,A85,A-02-038,"Man, standing, both arms held in front, about waist height.",Classifier attacker,C
HJ A086,1349E,U+1349E,A86,A86,A-02-039,"Man, standing, both arms held downwards at the front. ",Classifier lifting/carrying,C
HJ A027A,1349F,U+1349F,A27A,A27A,A-02-042,,,
A028A,134A0,U+134A0,,,A-02-045,"Man, standing, with arms raised at either side of the body bent at 90 degree, hand palms inwards.",,C
HJ A343,134A1,U+134A1,A343,A343,A-02-055,"Man, standing, bent forward, arms hanging beside the body.",Classifier bowing,C
HJ A365,134A2,U+134A2,A365,A365,A-02-057,"Man, standing, wearing a lion/leopard-skin, left hand raised in front.",Logogram (sem-priest)?,C
A364C,134A3,U+134A3,,,A-02-060,"Man, naked, standing, right arm hanging beside the body, left arm raised, hand on top of the head.",Classifier bald,C
A526,134A4,U+134A4,,,A-02-061,"Man, standing, with arms raised at either side of the body, hands on either side of the head.",Classifier bald,C
A016D,134A5,U+134A5,,,A-04-002,"Man, standing, bent forwards, both arms raised in front, hand palms outwards.",Classifier adoration,C
HJ A016A,134A6,U+134A6,A16A,A16A,A-04-003,,,
A016G,134A7,U+134A7,,,A-04-007,"Man standing, bent slightly forwards, both arms extended forwards, right hand at the height of the shoulder, hand palm downwards, left arm below the right arm, hand palm downwards, as if to place the hands on something to leap over it.","Classifier leaping, bounding",C
HJ A016C,134A8,U+134A8,A16C,A16C,A-04-008,"Man, standing, bent forwards, front arm hanging downwards towards the front, rear arm bent at 90 degree, forearm and hand horizontal, rear arm hand extending beyond the front arm, at hip level.",Classifier bowing,C
HJ A016B,134A9,U+134A9,A16B,A16B,A-04-009,,,
HJ A087,134AA,U+134AA,A87,A87,A-04-011,"Man, standing, bent forwards with back nearly horizontal, arms hanging downwards, extended towards the front.",Classifier bowing,C
HJ A087A,134AB,U+134AB,A87A,A87A,A-04-012,"Man, standing on top of a base, bent forwards with back nearly horizontal, arms hanging downwards, extended towards the front.",Logogram (kissing the land),C
HJ A090,134AC,U+134AC,A90,A90,A-04-015,"Man, standing, back slightly bent forwards, arms twisted together at the front on a downward angle, line angling forwards from the head (braid, hairlock).",Classifier to twist,C
A092C,134AD,U+134AD,,,A-04-020,"Man, on an incline line, one leg straight at the bottom, the other bent and raised, right arm holding the top of the incline, left arm hanging beside the body at the back.",Phonemogram,C
HJ A091,134AE,U+134AE,A91,A91,A-04-021,,,
HJ A372,134AF,U+134AF,A372,A372,A-04-023,"Man, standing, back bent forwards, back horizontal, head slightly raised, arms hanging downwards, extended towards the front, fingers/hands at the same level as the feet.",Logogram (bowing down),C
A015F,134B0,U+134B0,,,A-05-002,"Man, written at 45 degree forward, one leg extended forwards, arms raised in front.",Classifier falling,C
A015G,134B1,U+134B1,,,A-05-007,"Man, written at an angle, right knee raised at slightly over 90 degree, arms extended forwards, with a knife with a triangular blade and straight handle (T30A) in the head, blade downwards.","Logogram (to overthrow, to cast down)",C
A015H,134B2,U+134B2,,,A-05-008,"Man, written horizontally, facing downwards, back slightly bent, arms raised in front, knife with the blade down, angled with the tip at the waist.",Classifier enemy,C
HJ A092,134B3,U+134B3,A92,A92,A-05-010,"Man, prostrating, right leg extended, left leg bent and raised, both arms downwards, slightly bent, with the hands at the same level as the left knee and toes of the right leg.",Classifier bowing/lowering to the ground,C
